iter	Logloss
794	0.2568137823
795	0.2567323111
796	0.2565932735
797	0.256588982
798	0.2564935337
799	0.2564337768
800	0.2563255635
801	0.256213666
802	0.2562033851
803	0.2561674644
804	0.2559971716
805	0.2557290434
806	0.2557246319
807	0.2556911715
808	0.2554625567
809	0.2553568636
810	0.2552623429
811	0.2551555711
812	0.2550763944
813	0.2549486548
814	0.25484565
815	0.2547721294
816	0.2546840007
817	0.2545429059
818	0.2544394891
819	0.254399224
820	0.2542967901
821	0.2542921944
822	0.2542607698
823	0.2541699085
824	0.2540478026
825	0.2539076691
826	0.253791037
827	0.2536660419
828	0.2535455669
829	0.2534122402
830	0.2532690856
831	0.2531085481
832	0.2529798245
833	0.2528835451
834	0.2527859176
835	0.2526791044
836	0.2525716372
837	0.2525382809
838	0.2524324765
839	0.2522970458
840	0.2521669946
841	0.2520145739
842	0.2518919118
843	0.2517426669
844	0.2516520994
845	0.2515386473
846	0.2514161134
847	0.2512980323
848	0.2512089851
849	0.2510641514
850	0.2509284349
851	0.2508439124
852	0.2507159646
853	0.2504703403
854	0.2503900404
855	0.250377072
856	0.2503374035
857	0.2502006386
858	0.2499870444
859	0.2499240026
860	0.2498323857
861	0.2497523261
862	0.2496337793
863	0.2495376515
864	0.2494888141
865	0.2493927371
866	0.2493010207
867	0.2491623489
868	0.2490474185
869	0.2489324865
870	0.2488467529
871	0.2487572316
872	0.248635376
873	0.2485158247
874	0.2483778601
875	0.2482199149
876	0.2481116074
877	0.2479970756
878	0.2478925534
879	0.2477902422
880	0.2476952285
881	0.2474948539
882	0.247372463
883	0.2472859975
884	0.2472041373
885	0.2471283697
886	0.2470248905
887	0.2469464576
888	0.2468515367
889	0.2467383754
890	0.2465581084
891	0.2464867585
892	0.2464109634
893	0.246353699
894	0.2463219198
895	0.2462124994
896	0.2460802893
897	0.2459674049
898	0.2458437755
899	0.2456443498
900	0.2455670211
901	0.2454114828
902	0.2454078314
903	0.2452335361
904	0.2451989344
905	0.2451097316
906	0.2449528444
907	0.2448547647
908	0.2448096773
909	0.2447084294
910	0.2445926449
911	0.2444836504
912	0.2444466688
913	0.2444157163
914	0.2443452034
915	0.2442373768
916	0.2441565926
917	0.2440040351
918	0.2439247886
919	0.2437241472
920	0.2435700739
921	0.2433904344
922	0.2432315887
923	0.2430918881
924	0.2428669427
925	0.2427954097
926	0.2427246849
927	0.2426244574
928	0.2425422369
929	0.2424650411
930	0.2423955448
931	0.2422226031
932	0.2421102228
933	0.2420326672
934	0.2419940266
935	0.241841939
936	0.2416638451
937	0.2415707887
938	0.2414590085
939	0.2414079301
940	0.2412957664
941	0.2411988277
942	0.2411218612
943	0.2410927691
944	0.2410351836
945	0.2409332624
946	0.2408460809
947	0.240708584
948	0.2406769631
949	0.2405995238
950	0.240596811
951	0.2405369883
952	0.2404308519
953	0.240416179
954	0.2402695
955	0.2401019313
956	0.2400158778
957	0.2399626357
958	0.2398868274
959	0.2397911552
960	0.2396427437
961	0.2395299919
962	0.2394050023
963	0.2393145328
964	0.2393112069
965	0.2392191501
966	0.2391879194
967	0.2390933003
968	0.2390086399
969	0.2389054091
970	0.2387940339
971	0.2387367533
972	0.238598132
973	0.2384762703
974	0.2383538311
975	0.2382348411
976	0.2381077492
977	0.2380559459
978	0.2378983854
979	0.2377646865
980	0.2376321837
981	0.2376304401
982	0.2375141142
983	0.2372895149
984	0.2371554038
985	0.237041716
986	0.2369544968
987	0.2368417928
988	0.2367256835
989	0.2366518412
990	0.2365573804
991	0.2363827469
992	0.2363333057
993	0.2362254212
994	0.2361159287
995	0.2360102267
996	0.2358722196
997	0.2358087515
998	0.2357386204
999	0.2356470735
